label	text_a
5	军火库 居然 被盗   盗贼 简直  
1	151116JYP 门口 弟弟 1117 生日 应援 横幅 挂 起来   帅气 皂片 贴出来    
5	阿呆 结实 姐 175     视觉效果 差 有点 远
2	我要 练 拳击         不要 问
3	没有 课 周二 变成 无聊 产科 见习 逛街            
0	  第三个 任务 以史 莫克 将军 BOSS 地图 结构   名字 知道   将军   加错 点 将军  
4	无意间 浏览 网页   看到 成年 旧案 帖子   点 进去 一看   放大 马加爵 图片 吓哭   厕所 不敢   恐怖片 虚无   哪有 世间 真正 凶恶 更 恐惧
4	某人 睡觉   没法 说 听 说   肯定 听说 北方 有个 恐怖 职业 搓澡 师   搓 全裸 平躺在 众目睽睽 澡堂 里 搓澡 师摸遍 全身   一个 同学 说 有次 几把 提 起来 搓 几个 来回   觉得 太 惊人   基本 gay 噩梦
3	原来 当爱 放下 防备 期限
1	真的 好巧 之前 广州 同事 北京 出差 项目 竟然 刚好 住 我家 不远 1km 晚上 吃完饭 赶紧 回来 找 一起 紫竹院 公园 转 一大 圈聊 好久 知道 原来     走 离开 想 真没想到 快  
2	最后 一搏   输           想 骂人      
4	第一天 糟糕   带 莫名 情绪   噩梦 没 可怕
0	  主要 技术指标   一机 多用   更换 夹具 方便  
3	手机 刚 修好 不到 一天 摔 一下 又坏了
3	一个月 17 号   一年       多好   真的 不想 一个 走   有没有 后悔药   有没有 时光 机     请 任性 换
4	其实 十八 中刀 位置 要害   觉得 没有 狗 带 睡 前 刷             编剧 聊聊 恐怖 故事 难道 猪头 十八 一起 回来 参加 陈末 婚礼 HE       泪   卧槽   害怕
5	听力 没 听 完   室友 打鼾   姑娘   女生宿舍
5	气象部门 军队 里划   竟 霜
2	地铁 一年到头 闷          
5	借书 卡去 延期   居然 快延出 一个 世纪                                  
2	加班 时 心情 还好   领导 加班 时 总是 很火大
2	连续 两天 想 查 早操   下雨 做   主席 现在 愤怒
2	一天 妈 不敢 稍微 有个 事 平时 他妈 闲 蛋 疼 没 冒出来 多事 简直 操蛋 死 啊啊啊 啊啊啊 几天 有点 事能 不能不要 坑 死    
1	想 看雪   白茫茫 世界   没有 更 纯洁
0	世界 动心 我爱你   告诉 肿瘤 良性  
1	  下雪   酒 喝 爱 爱 一生 短 拘谨 几下 真的 过去     晚安
3	Somewords   saidornotsaid   istohurt   Somepeople   andnotleave   leave                 话   说 说   伤害       留 不留   会 离开    
3	突然 觉得 很累   累 不想 说话       难受
1	新城 骑车到 黄口 35 分钟   真棒  
2	  aiod   易 安东 忽悠 狗哥 报仇       SooHyun 爷爷 耳鸣 狗日 飞到 北京 两脚 大半夜 不让 睡觉
3	  一次 真的 生气   不忍心 打扰 睡觉   一个 躺 生闷气 生 气   外面 雨 真是 够   留着 明年 春天 下会 死   今天 雨 折腾 够  
0	太虚 印光 法师 西逝   二十年 前余 自粤归 普陀   承赠 两 偈 相勖   当次 原韵   兹 录以 追念  
4	完 恐怖片 意思 一个 睡 旅馆   楼道 隔音 不好 听到 脚步声   楼下 那种 服务   害怕 没有 困意   拜拜     拜拜     拜拜  
5	刚 两次 遇到 药理 老师   竟然 相视 一笑
2	八卦 记者 乱 喷粪 乱 喷     不去 死
1	我家 姑娘 越 长大 越 可爱 听到 稚嫩 声音 不停 撒娇 喊 爸爸 爸爸 爸爸 爸太 可爱
3	我妈 说 钱 没 挣上   眼睛 搞坏  
1	几年 感觉 变 其实 没变 友谊 万岁
0	比赛 过程 中   客观 公正   实事求是 原则   评选 出 一等奖 一名   宁建丽   07 英教 二班     二等奖 两名   三等奖 三名  
5	破旧 油漆刷 子 摇身一变 成 世界 名画  
2	讨厌 东西 之后 上面 恶心 臭味 烦死
3	Day96 心累   演讲稿   转预 申请 没 写   论文 没   考研 继续 耽误   下去   我要 爆炸   考研
0	乡村 牛人 黄 林海 媒体 誉为   史上 年轻 铁砂掌     自创 一分钟 急速 手 劈 红砖 60 块   手背 断砖   手背 断石条   铁拳 功断 砖 展示 超强 力度 硬度   手握 鸡蛋 砸 砖   鸡蛋 不碎   称   世界 第一     一分钟 手 砸破 73 500 毫升 未 开封 啤酒 易拉罐   真系 真正 噶   劈酒 高手     啤哥 惊呆
2	多灾多难   撞       车祸      
2	男人 变态       变态       变态       心理 生理       尼玛 蛋      
1	终于     曾经 男神 爆照      
0	文件 prods2 dat 成为 主 文件   大小 等于 model 数据库 中主 文件 大小  
0	偏倚 研究 高于 真值 时   称之为 正 偏倚     偏倚 研究 低于 真值 时   称之为 负 偏倚  
0	19 世纪 中叶   香农 河 基拉 卢   Killaloe   里奇蒙 港 之间 已经 通 汽船  
0	害怕 受伤 一件 恐怖 心态     需要 改正   暂时 需要  
1	2015   11   25 凌晨 12 点 16 分   今天 定下 第一个 目标   点 起床  
1	好像 十二月 奇迹 打歌 造型          
0	演奏 时   左手 提锣 锣 悬挂 木制 锣 架上   右手 执 棰 敲击 锣面 中心  
0	中山路   罗马式 钟楼   上海 理发店   原 施琅 后花园 所在地 基督教堂   花桥 慈济宫   秀才 读书 泮宫   同样 散发 古城 特有 魅力  
0	溶剂 热法 高温高压 封闭 体系 制备 高质量 石墨 烯 特点 越来越 受 科学家 关注  
1	    天   差   点   饿   死       谢   谢   皮   皮  
0	完美 眉型   day1   moreorless
3	简直 感觉 烦 快 抑郁 真 抑郁 咋办
2	发现 动漫 界 中 倒霉 城市 东京   电影界 中 倒霉 城市 纽约   侵略   侵略者 五花八门   跨 种族   跨 性别   跨 星际   老实 说 美帝 岛国 人奏 贱   一边 yy 侵略   不要 不要   一边 时刻 侵略   文化 侵略 说   利益 还特 不要 碧莲 武力 正面 刚   我顶 肺
1	妹驼 双排 连赢 两把   萌萌 牛头 解毒        
3	三天 考试   我心 碎
5	社会   居然 银行 保险   汗颜
1	面包 超人 到来 宝爷 早晨 变得 热闹 欢乐  
2	卧槽 消防 海报 今天 出现 寝室 大门 彻底 震惊   尼玛 没等我 晚上 下手 遭 撕 气死我了 气死我了 撕 我源哥    
3	梦里 拒绝 一个 富帅 现在 醒过来 心痛 无法 呼吸
3	心碎   落 地上   看见   没 安慰   走 过去 踩 两脚
1	  冬天 晚上 睡觉 终于 不会 冷  
2	知道 一次 愉快 见面   期待 会 有所 改变   自我安慰   服   吃饭 听 完 村 杀人案   认识
0	药理作用 钙 维持 人体 神经   肌肉   骨骼 系统   细胞膜 毛细血管 通透性 正常 功能 必需  
2	分析判断   媒体 说 一定 真的 四年 前发 微博   今天 必要 翻出来 一下   希望 能够 好好 看看   感觉 齐鲁晚报 南方周末 之见 相差 100 xxx 报   利用 媒体 影响力 科学 求证 人为 制造 恐慌   太 可怕     怒  
0	  七   组织 起草 综合性 招标 投标 政策   规章   负责 招投标 活动 进行 综合 监督管理   指导 协调  
0	前言 本书 书名   笔者 原 借用 日语 中   惯用 句 一词   名为   日语 惯用 句 辞典  
2	占用 午睡 时间 件 极其 可耻 事情     尤其 这种 中午 睡 下午 崩溃    
5	半夜 起来 时间   发现 快递 小哥 这么晚 忙   快 午夜 12 点
0	1998 年   发售 第一张 单曲   远 く ま で   远方      
3	花非花   雾非雾 感觉 今天 运气 差得 不行   快睡吧
2	同事 走 留 加班   补刀   加就加   约会  
4	心 慌乱 不知   一天 恐惧 填满   节日 狂欢   情人 浪漫   好像 与我无关  
0	村级 一事 一议 筹劳 范围 外 需要 村民 出劳   给予 劳动者 报酬  
2	老妈 准备 搞 突然袭击   还好 老 翟 同志 通风报信   赶紧 回家 一趟   屋子 弄 太乱   收拾 干净 绝对 挨骂  
2	买 双 靴子     网上 看到 不错   收到 觉得 日本鬼子 穿 那双 相似
1	鬼畜 葛叔 花儿 纳吉挺 好听    
1	白 病态 不要 黑 惶恐不安     浴室 里 灯
4	会 恐惧   这颗 等待 心   最后 一次次 失望 中 打击   继续 等待 下去 勇气 没有   恐惧   害怕   我怕 一天   坚持 不了   随便 一个 走   我怕 心会 永远 失落     觉得 整个 世界 会 黑暗   害怕  
5	眼睛 不好   评论  
1	习惯 可怕 东西   心里 脆弱 会 自觉 履行   夜路 总会 走   路灯 不会 到处   一个 不会 害怕   有事 应该 起刀   手机  
4	  摊手   卸载 断 非洲人 后路     可怕 玩   摊手   非洲人 没有 活路   摊手   死亡     害怕   摊手   没意思       目标 死亡  
2	无良 物业   大半夜   全院 灯 一个 不开  
5	终于 有人 讲出 心声   这种 所谓 球星 喜欢
1	用纸 书写 故事   舞台 演绎 人生 四季   四季如春 如雨   四季 如歌 如风   每个 人生   怀揣 未来 憧憬 向往  
1	历史 一刻   妈妈 准备 爷爷 玩得 开心 上班   发现   走过 来潮 笑了笑   说   妈妈   我要 喝水     妈妈 水   说   宝宝 再见   妈妈 上班   迟疑 一下     拥抱 一下   妈妈 过来 三个 大大的 拥抱   我朝 妈妈 挥手 拜拜                
3	一位 叹气 地说   真 倒霉   事 刚好 碰到 休假      
1	今天 吃完饭 发现 带 不够 钱   张放 钱包 快 10 年 心形 100 蚊 埋单         心情 久久 不能 平复
0	SaaS 能够 节省 用户 部署 应用 时 捆绑 软件 许可   硬件 管理 成本   意味着 SaaS 一个 使用  
2	特地 早睡 失眠            
2	老太太 绝不能 这种 方式   现在   竟然 说 踹   真是 滥 到底  
1	应该 追 第一部 美剧 新 成长 烦恼   天朝 开放 发现 从小到大 口味 如初 文诌 诌 易 推倒 始终 type 嘿嘿嘿
3	觉得 越来越 懦弱   遇到 事情 知道 哭  
1	逛街   衣服 收拾   聊天儿   今天 蛮 收获 滴   明天 任务 睡觉 睡觉 睡觉  
5	面包机 版 椰蓉 面包   懒人 喜欢 方子   没想到 发了
1	没有 种 谈不上 喝茶   喜欢 早就 泡杯茶
0	章下 所司   时 吏部 尚书 王永   珰 包孽   尤畏恶 谏议   力 扼  
1	愿望 简单   每天 开开心心
3	其实 喜怒哀乐 真的 是因为  
0	坚持 教育 教学 生产 劳动   社会 实践 相结合  
5	刚才 明明 看见 花花 更博   一点 没有   难道 出现 幻觉
2	现在 妹子 吃 屎   喜欢 抢 手里 东西   一个个 拍 甄 嬛 传   感情 一个 皇上   麻烦 遇到 问题 找 男票   没男票 找 爸   找 家 老公 诉说 可怜 幸福 生活 博得 同情   太 高度 战斗力   真是 大清 早晨 坏 宝宝 睡觉 心情  
3	发现 一件 十分 可怕 事   肚子 肉
2	下雨天 心情 不好 多久 雨
1	最近 经常 看到 那种 明明 脸 吃饭 实力  
1	额 五 爸爸 信心 幺 子 五级 带 我额 其实 赢 继续 打打 赢 跑跑 回来 实在 不行 约 一个 一起 遇到 队友 棒棒 棒
2	做 每一件 事 对得起   没有 找 第二个   一个 女 聊天 没有     一起 喜欢   也许 分手 期盼   想 说 一句   真他妈 一脸
0	特别 奚 契丹 号 曰 两蕃 之后   唐廷 多次 调发 大军 战   却是 每战皆北   更 加紧 地方 边区 军镇 建设  
0	运用 过程 中   若有 心得 发现   别望 一起 分享  
3	晚上 胃要 疼 过去   吃      
1	哈哈哈   以前 下象棋
0	Mikogo 适用 各类 windows 系统   Mac 进行 运行   Windows 各项 功能 展现 更加 完善  
1	11   25 生日快乐 每天 妈妈 回家   开心   带 出去玩   会 回头 妈妈 跑 远   爱 洗澡 完   妈妈 睡   每次 坐车   爱 抬头 看着 妈妈 卖个 萌   后退 瘸   努力 爬楼梯   妈妈 说   不会 放弃   一直 努力   不让 妈妈 操心   我会 乖乖   一直 陪伴       仔仔
3	每次 送饭 说 吃 点   真的 不敢 吃   真的 怕 天天 吃 好会 吃 胖   现在 感觉 饿   失眠  
5	想 起来 今天 生日   记性 差
2	啊啊啊 啊啊啊 啊啊啊 啊啊啊   烦烦 烦烦 烦烦 烦烦 烦烦 烦烦 烦烦 烦烦 烦烦   烦死人  
5	儿童医院 一个 输液 针头 真的 180 元 一个   物价上涨 太 厉害     直接 扎 输液管 不行   输液  
2	现在 办公室 打印纸 没有 综合 办公室 签字 领   这是 不让 打印 节奏   规定   真特 奇葩    
3	最近 段时间 依然 双十 物流 气到 爆   效率 真的 不行   很多 收到   一小部分 地区 出现 爆仓 情况   停留 几天 不动 派送   双十 后遗症   没 办法 避免   心累  
2	瞅 那点 出息   真有 本事 不会 一直 踩   特 说 公平 公正 公开   应该 一碗水端平   事   反观 傻 逼 工作 干   这种 人渣   应该 出门 被车撞 死   在家 吃饭 噎 死   怪不得 死 爹 死 妈   傻 逼 气死   放心 傻 逼死 全家      
0	穿越 需 体魄 强健   吃苦耐劳   方 有始有终  
1	摘种   晾晒   超级 新鲜   超级 美味  
0	科学 利用 水土资源   维护 良性 生态平衡 提供 技术 保障  
1	高女 甜   吾 郎 了解 木村   連辣度 調得 剛剛   木村 開心  
1	早晨 你好   早餐 小米粥   鸭蛋 炒面   一天   阳光 心情   希望 笑 一天  
1	很多   没 害怕   其实 困难 事   咬咬牙 过去   发现自己 做到   其实   胆怯 带来 遗憾  
3	希望 找 主人   对不起   信心 满满的 抱 回家   没有 陪你到 最后   以后 不再 养狗   疼爱 瞬间 没有   想 心情 跌落 谷底   知道 未来 路 会 走   应该 幸福 狗生   却别 搅和 一团糟  
1	大功告成   完成 作业 一身 轻松   美美 睡一觉
0	目前 生产 药品 片剂   针剂   外用药 三个 剂型 13 品种   国家 一类 新药 种   二类 新药 种   四类 新药 种  
2	好不容易 买 无节 鸡血藤   买回来 发现 压根 带不上  
1	双十 一买 WD 移动硬盘   写入 速度 太快    
1	喜欢 定廷 欧巴 小小 Mina 之间 友谊
3	黑色 星期二   牙疼   脚 热水 烫   脚脖子 崴
0	黑洞 宇宙 中 一种 奇特 天体   强大 引力 光 无法 逃脱   形成 超大 质量 恒星 爆发  
2	大清早 起来 没 吃 早餐 真是 一肚子火            
2	我个 心好 痛 三日 工资 买 咖 一个 快递 甘比 遗忘 系 课室 一件 衣服 不放过   开心   虫子 败家女 节奏  
1	想     认为 触及 道德 底线 方法 主动   告诉 喜欢   知道 这是 一种 直白 自私  
1	令 感到 幸福 知道 一个 明天 看见
1	多人要 过生日 好开心 吖 好几 伙 今年 一个 唯一 愿望 加油 努力 考出 成绩 爱 人为 高兴
1	中国 外汇储备 1994 年汇 改时 516   亿美元   1996 年 首次 突破 1000 亿美元   亚洲 金融危机 两到 三 年间   均 保持 快 增速  
2	封泥 煤 不想 广告 不想 看手 撕 鬼子
1	  其实 幼稚   喜欢 对着干   着急 伤脑筋 无奈   永远 哄   床上 我会 故意 逗 故意 反抗   永远   觉得 爱   确实 喜欢 平 淡如水 一成不变 生活   做 女朋友 老婆   这点 想法 不同   贪婪 恋爱 感觉
1	愿意   是否 分享 生命 30 秒   相信 宇宙 地方 听到 祈祷 意念 一定 会 眷顾   一个 刚满 岁 小孩子 掉入 图中 深井 中 小时   未 获救   知道 孩子 名字   不曾 认识   想象 家人 恐惧 痛苦   孩子 无助 害怕   生命 面前 变得 微不足道   一起 孩子 祈祷 平安  
2	坐 下午   晚上   eassay 半个 子儿 憋   几近 狂躁  
3	驾校 学校 至少 冷 度   挡风 楼 没有   出门 多裹 点
2	真的 超不爱 写 会议纪要   讲 多话
4	左 机翼 应该 已经 接地       亲身经历 表明 机长 技术 足够 应对 绝大多数 紧急情况   听过 机组 广播 失控   活着   没恐 飞   经常 飞     最后 下风 切变   机身 整体 忽然 一沉     右 起落架 应该 接地 过载     落下来   做 起落架 结构 探伤     真 TM 吓人   估计 坐 里面 吓死   本来 恐飞  
2	想 活捉 坚定 地飞 十月 秋风 里 蚊子 做 标本   以后 坚持 下去 一眼
3	问   值得   一句 话 刀   狠狠 刺进 心里
5	原来 妹子 吃 火龙果 勺子 挖 吃
3	最近 突然 发觉   可能 丧失 喜欢 能力     看到 百般 讨好   不能 有所 承诺   也许 喜欢   也许 懂 爱   也许 没有 遇到     理智 告诉           这种 事情 知道 找 说   问   知道 我要
4	  酒店 点评   其实 路上 一直 想   到底 北 山路 哪一块 地是 拿来 做 下榻   长年 混迹 北 山路   知道 镜湖 厅 对面 集艺楼   无法 现代 酒店 联系 起来   那天 大雨   不能 北山 街 叩访   坐在 出租车 里 惴惴不安   生怕 错过   挺 隐蔽   北山 街 茂密 植被 中   露出 一个 老虎 窗         全文
2	气 宝宝 快 抑制 不住 体内 洪荒 之力
3	当学委   当学委   要进 学习 部   要进 学习 部    
2	认真学习 认真思考 认真做事 行   前提 一定 睡饱   睡 饱  
2	戴尔 售后 真 垃圾 打电话 几次 没人接
3	说 失恋   会 瘦   为啥 长胖  
3	期中考试   全年 级 流水 改 卷子   正好 改字 笔顺 一条 题目   眼睛 瞎
2	他妈的 不能 分钟   老子 付个 运费
1	        雪 继续 飞舞 中 开启 暖暖的 早餐  
2	操 妈   怎么回事   天   JB 玩意儿       操操 操操 操     傻 逼 咒 操 祖宗 18 代
4	最后 吓死 最后 可怕        
2	烦人   工地 每天 凌晨 一点 施工   搞 电视剧 不能 安心
2	咋个 玩   妈   卡起   ios 升级   没升 出个 名堂   卵   卵   然 卵
2	知道 不好   要说   日 妈   老子 滚   哈麻批
3	老天爷 公平 得到 失去   也许 惩罚
2	以后 不会 说太多 免得 小心 落下 话柄 截图 打小报告
2	牲口   现在 几点 滚 睡觉   早上 一直 砸 夜里   不累   变态   睡 睡  
1	昨晚 制作 三青汁   未 饮 完 见效   舒服  
1	刚刚 碰到 一个 小学生 妹妹 一起 马路   刻意 上前 走到 右手边   知道   有没有 心里 不会 紧张   反正 温暖 一下下
2	low 逼 甩不掉   消停   烦死
3	想要 1500 块钱 元旦 回家   毕竟 北方 人远 杭州 上学 来回 路费 太贵   暑假 开学 过来 没 回去
0	南京 扬子 石化 金浦 橡胶 有限公司 使用   扬子 牌 商标 制造 丁苯橡胶   产品   SBR 1500   SBR 1502 SBR 1712 品种 牌号  
0	其实 爱情 真的 容易 得来 没有 无条件 你好 付出 会 回报 包容 理解 懂
0	相传 元 年间   唐代 著名 学者 柳宗元 被贬 柳 做 刺 时   随从 几人 途经 现今 太平 地段   见 天色已晚   便 一许 姓 客栈 落脚  
2	今儿个 终于 明白 人言可畏 到底 意思 别难过 看清 更好   做好 本该 做 事情 嚼舌根 晚安
1	人间 一趟 愿 不虚此行 枉 此生 简则 通达 纯则 亘久 素心 以待 无需 惊心动魄 不必 惴惴不安 慢走 细品 静思于 清澈 澄净 中 展开 清晨 苏醒 黄昏 归来 深夜 沉睡 一日   四季 时光 匆匆 秋意 渐 浓风 微凉 丹心 芳菲 夏 未央 美好 伴着 馨香 写下 温暖 诗行 晚安 海洋   温润 依旧       全文
2	应付 尊重   总是 找 领导 压人   真是 不爽
1	11   24 深圳 day1   地铁   鸡煲   家常 温馨 小炒   河边 悠闲 散步   美味 蛋糕   一种 温暖   相隔 两地   我来   仍会 千万 人群 中 认出   笑靥 如花  
3	久   出现 打乱 生活   说 成熟   不爱笑  
2	碰到 这种 不介意 泼妇骂街 大战 三百 回合 奉陪到底    
3	今天 开心   知道   非常 开心   决定 吃饭
3	家里 保健品 堆起来   买       败家
3	一上午 存在   饿 晕   点才 吃饭 已经 状态   一个 郁闷 真 难 理解
3	家里 电卡 忘记 续费 昨晚 突然 停电 还好 手机 里存 部 电影 看得 泪流满面
0	  阿拉斯加 爆炸 场景 使用 500 加仑 汽油   爆炸 剧烈   剧组 不得不 事先 通报 NASA  
2	懂   大四 学分 够 选 一门 课   现在 复习   大四 多事 老师 说 闲     我脑 残 脑残 脑残        
5	  牙齿 白 配合 穿金戴银   活得 更 干净   黑人 牙膏 年代 剧中 广告 植入 真是 吓坏
4	最近 刷 微博刷 出 恐怖 漫画  
2	气死我了 不能 说话算话   爹
4	不要 一次 那种 吞下 玻璃 不能 讲话 害怕 发抖 鼻酸 可怕 孤独 真的 会 崩溃 绝望 绝望 死 掉  
2	两个 畜牲 不去 死   应该 直接 枪毙     法律            
2	世上 幼稚 鬼要 闹   真想 掐死   掐死    
2	部门 真是 打着 百姓 不能 上访 心思   办事效率 极低
5	太 可怕 有种 遇到 鬼 撞墙 感觉 死胡同   悲伤   一个 大桥 没敢 拍 特别 特别 特别 鬼片 里面 那种 恐怖 大桥   悲伤   以后 主持 一定 妈妈 陪   失望   可怕   秒 拍 视频  
2	回家 想 逍遥 两天 陪陪 爹妈   HW 没 消停   马格叽 将来 必须 老板 天天 查勤 真是 特么 哔 狗
2	呦   真 tm 服   窗户 底下 老有 醉鬼   叨 逼 叨叨 逼叨   赶紧 tm 闭嘴
1	懂得   勇气 没有 恐惧   战胜 恐惧   勇者 感觉 不到 害怕   克服 恐惧       水文   晚安   梦     中国 平安   北京   北七      
2	大爷 中国 足球   老子 以后 他妈的 烂 眼睛
2	说 没关系 相信 错 找 妈 减 肥
3	吃 不好   喝 不好   睡 不好   老师 建议 空间 面板   matlab 真的 熟悉   没有 安装 成功  
1	总于 连续 四天 早起 以后 今天 恢复 正常 睡 自然 醒 感觉   好累 累   浑身 疼   喜欢 一觉 天亮 感觉  
0	自恃   申报   机构 上海 租界 里   国民党 政府 奈何 不了   国民党 政府 重大 政治经济 举措   常常 旁敲侧击 予以 批评  
0	改进 之后 飞机 称为 米格    
2	真是 气死   流量 移动 公司 狗 吃     流量 清零 前 原本   5G 流量 月 剩余     现在 清零 半个 月 没有   5G   刚刚 加 200M 立马 没有     有完没完   顶 起来    
2	已经 做 狗 指望 当人
2	雨夜 横穿马路 真特 不要命
1	蓝色 墙 漆   加上 有趣 水母 灯   房间 犹如 海底 世界  
2	快递 真特 慢   五六天 不到   怒 差评
1	实力 长期 发展 中   学校 建立 一支 力量雄厚   结构合理   具有 高水平   德才兼备 教职员工 队伍   敬业   爱生   安教   乐教   勤教  
2	相到 这种 奇葩   醉   家长 天天 我家 报   这算 事儿
0	剪 头发   感觉 变 一个   街上 相逢     认出来  
1	全家 出动 看球赛   童童 说好   以后 吃饭 长高 长大   以后 雁田队      
0	今天 问 客服 17 号 小曲 奇 没发 完 18 号 单子                  
3	生病 难受 从来不 觉得 需要 照顾  
2	领导 会 夜晚 22   00 询问 工作       著名 更年期 领导 下班 以后 情绪 忽高忽低     睡觉
0	集尘 风机 集尘 设备 中 一个 重要 部分  
2	是不是 故意   说   是不是 故意    
2	一大早 看到 八卦 CJ 李亚玲 道歉 微博   摸 李亚玲 微博 看到 小人得志 嘴脸   整个 不好   恶心   法院 判决   以后 岂 会 不断涌现 这种   优秀 编剧     反正 法院 只会 认为 雷同   构成 抄袭 啊啊啊   太 恶心  
1	一路 走来   优秀   善良 虚伪   直来直去   做事 坦坦荡荡   聪明   傻   很多 事   明白   不想 说   人太 聪明 会 累   糊涂 更 快乐  
0	概念 技术 应用 探索   保证系统 快速 研制   生产 组装  
2	大学   见过 逃课 见 翻墙 见 打架 见 过夜 归宿 没见 每天 按时 按点 上课 收 手机 今天 终于 体验 一把 这比 高中 高中 大学 生活 真是 够 够
1	现在 将来 从事 职业   职业 负责 一点 切切 不可 忘记   切记 和谐 融洽 人际关系 重要   实际证明 同事 间 人事 关系融洽 工作效率 倍增  
2	七点 起来 忙 现在 回 宿舍   宿舍 一群 XX 没 起来
2	身边 学 地质勘探 朋友 农村 果园   吃剩 梨 壶 扔掉 土地 说 句 回归自然   尼玛 这种 傻叉 难道 知道 水果 分解 长时间   这种 回归自然 特 环境污染 气死我了     Crane 大周   搭配 撰稿人   neighborohyeah
1	做 一个 优秀   资格 拥有 优秀  
5	据说 天子 出 试卷   实验班 平均分 五十 不到   可怕   惊恐     惊恐  
1	一个 十多年 没见 小学同学 说   今天 几个 男生 聚来   告诉   有个 男同学 初恋   感到 震惊   印象 没有 说 太多话   万万 没想到   真是太 惊喜  
1	之前 抓住 最美 梦 留给 未来  
1	去年 愿望   老天爷 肯定 听到   送来
2	牺牲 太多 划不来 一个 大写 亏字
3	我要 找个 帮 报仇 伴侣     心已 碎
5	卧槽   这是 做到   神奇   回家 买个 试试  
4	更为 可怕     沙特 伊 教徒 人口 占 100       汉志省 吉达 外 城市 非伊 教徒 进入 生存   居民 退教 自由     宗教 教法 代替 国法   思考   沙特 一种 公开 恐怖
3	假装 北京 富力 中心   想念 北京
0	雨夹雪 意识 冬天 真的 早到   有点 后知后觉  
2	老妈 打个 电话 叨叨 半天 为个 烫 烫发 问 半天 意见
2	话 说 po 地方 工资待遇 低   人民币 贬值 贬得 快 赶上 泰铢 老挝 币 一个月 工资 估计 只能 维持 每个 月 房租 生活费   到底 特 计算出来 中国 公民 普遍 工资   差距 补           曹 CEO   发微博 最多 只能 发 五十 字   没 吐 嘈够 呐
1	今晚 新尚 愉快 主持人 分享 课程   谢谢 热情   谢谢 肯定  
1	陪伴 几天 真的 快乐   俄多想 每天 抱 睡觉
3	以前 一直 站长 默默 崇拜 想 说 说 两句话 群里 不用 做 朋友 每次 发邮件 交   作业   战战兢兢 生怕 格式 搞 不好 看着 觉得 残发 完 邮件 想 起来 一个 错误 没改 懊恼 不行 现在 站长 发过来 微信 根本 不想 回 永远 记得 麦姐 那句话 长大 会 发现 羡慕 浪费时间
0	病人     一只 小鸟      
1	早餐 彩椒 煎蛋   虾仁   蒸 南瓜   金橘 酱 面包   葡萄   咖啡 星家 圣诞红 袋   味道 香浓 上头  
2	累 鼻毛 掉   说 做
2	一个头 两个   烦死   现在 确定 不到      
0	80   地区 恒河 布拉马普特拉河 三角洲  
0	好晚   睡   以后 10 点半 必须 回 寝室  
0	云南 道教 起源 道教 中国 土生土长 宗教   形成 东汉 末年  
0	说   卢旺达 挣到 一生 中 钱  
2	事情 太   中午 不让 好好 休息   烦躁
4	恐怖   惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐     惊恐  
1	　 　 泡面 神器     再也 担心 面条   头发 一起 吃   　 吃 吹   再也 担心 泡面 太烫 无从 下口  
0	发表 报告 马上 考试 周 搞 通宵 日子 里 坚持 更新  
0	方法 用于 结晶水   溶剂 测定   对成 盐 药物 碱基   酸根 间 成键 关系 确认  
3	清 蒲松龄   聊斋志异   陆判       半夜 窥   窅 然 已逝  
2	早上   妈   TM 吵吵   真 打扰 一天 心情   一个 恶心 下铺   真是 老天爷 惩罚
0	采用 QFC 无氧 铜 导体   产品 符合国家 环保 要求  
1	世界 守恒   付出 点点滴滴 地方   爱过   总会 平行 时空     爱着     晚安 吉祥
5	楼下 肉馅 馅饼 居然 没菜 馅 馅饼 好吃
0	机器 一个 USB 充电 接口   没有 提供 额外 耳机 接口  
4	人类 受惊 自然 反应     知道 节目 有没有 真 吓死
2	真是 他妈 哔日 狗 下午 睡觉 没睡 醒来 看到 卡司 换 巨 郁闷 出现 谁谁谁       他妈 心里 祈祷 无数遍 角色 换卡 司 啊啊啊 玻璃心 碎 一地 啊啊啊 最近 一直 低气压 负 能量 状态 个头      
2	对肉 厌恶 简直 人生 最高峰   恶心 肉 令人 反胃  
0	早 2005 年 月 中国人民银行 发布   中国 金融 集成电路   IC   卡 规范     PBOC2   标准     北京   上海 试点 银行卡 芯片 卡 工作  
5	管道 传来 声音 特别 清楚   一个 女 大喊 怀孕   周围 女 叽叽喳喳 说话   命 惨   想 家庭主妇   特别 清楚 言语 不堪入耳
2	打牌 骗子 讨厌        
1	大学毕业   第一次 挣 工资 养活   这种 感觉 太棒了  
3	这些年来   真的 操心 操怕   一点点 事情 睡不着 觉   头好 痛 没有 睡意 难受   想 一个 温暖 依靠
2	父母 交学费 大学 吃喝玩乐 浑浑噩噩   战斗 起来   做法 学院 法盲   妈 火锅 鸡皮 鸭血 粉丝汤
4	害怕   一个四十岁 高龄产妇 生 四胞胎   男孩   跳 拉丁   惊恐   父母 超 辛苦
0	认识 图 现在 大学毕业
3	不能 熬夜 不能 喝酒   皮肤 真的 真的 回 变差
3	今天 有点 难过 不想 明天 眼睛 肿肿
2	  蚊子 咬   现在 这种 生物   痒 死
